hotel_name,hotel_location,review_title,review_pos,review_neg,review_date,review_country,num_reviews_by_reviewer,reviewer_name,review_rating,review_tags,hussain_classification,jeremy_classification,automatic_classfication
Slumber Party Hostel & Bar Bangkok,"13.74513605,100.55184739",Fabulous,Party n everything,There should be roof for smoking n sitting etc,2019-09-29T00:00:00,Saudi Arabia,4,Adilshafqat,8.8,"Solo traveller,Bunk Bed in Mixed Dormitory Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Swissotel Nankai Osaka,"34.66391622,135.50146043",Exceptional,"Hotel is clean and  is close to train station, restaurants and shopping!!  Would stay there again!! Staff is friendly and helpful.",No Negative,2019-04-14T00:00:00,United States,7,Susan,10.0,"Leisure trip,Family with young children,Swiss Advantage Twin Room,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
"Duxton Reserve Singapore, Autograph Collection (SG Clean)","1.27869800,103.84319000",Very good,"Location, food.",Nil.,2021-03-8T00:00:00,Singapore,18,Teong,8.0,"Leisure trip,Couple,Shophouse Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Like Home,"13.72961546,100.51823081",Exceptional,No Positive,No Negative,2020-02-16T00:00:00,Malaysia,1,Edwardtinoteh,10.0,"Business trip,Solo traveller,Bed in 6-Bed Female Dormitory Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Asoke Residence Sukhumvit by UHG,"13.74645880,100.56169420",Superb,No Positive,No Negative,2021-01-7T00:00:00,Malaysia,4,Soon,9.0,"Family with young children,Deluxe Studio,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Hotel Chancellor@Orchard,"1.30135008,103.84173068",Exceptional,No Positive,No Negative,2019-12-4T00:00:00,Philippines,4,Criselle,9.6,"Leisure trip,Couple,Deluxe Double or Twin Room,Stayed 4 nights,Submitted via mobile",1.0,1.0,1
ibis Styles Bangkok Khaosan Viengtai,"13.75979798,100.49760282",Exceptional,Everything is perfect like always!!’,No Negative,2019-11-22T00:00:00,Montenegro,19,Milica,10.0,"Leisure trip,Couple,Standard Twin Room,Stayed 4 nights,Submitted via mobile",1.0,1.0,1
"Lloyd's Inn (SG Clean, Staycation Approved)","1.29720580,103.84054740",Exceptional,No Positive,No Negative,2021-06-20T00:00:00,Singapore,13,Ruth,10.0,"Leisure trip,Solo traveller,Deluxe Double or Twin Room,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
VELA Dhi GLOW Pratunam - SHA Plus,"13.75115366,100.53805590",Exceptional,Location still the best in Pratunam area,Lack of BTS station,2020-02-5T00:00:00,Singapore,2,Anonymous,10.0,"Leisure trip,Family with young children,Deluxe Double Room,Stayed 3 nights,Submitted via mobile",1.0,1.0,1
Novotel Bangkok on Siam Square - SHA Extra Plus Certified,"13.74426246,100.53484261",Exceptional,No Positive,No Negative,2019-10-4T00:00:00,Vietnam,19,Anonymous,10.0,"Leisure trip,Couple,Superior Queen Room,Stayed 2 nights",1.0,0.0,1
Osaka Dai-ichi Hotel,"34.69977700,135.49690600",Good,we did not have breakfast the room with good view and cleanly.,No Negative,2020-03-16T00:00:00,Thailand,15,Joe,7.0,"Leisure trip,Couple,Superior Double Room with Small Double Bed - Non-Smoking,Stayed 2 nights",1.0,1.0,1
S44ROOM,"13.71633500,100.58900400","“The hotel is clean, quiet, friendly staff but not near the convenience store for drinking and eating”",yes The hotel is very close to the bus station and BTS station,There are no convenience stores near the hotel as 7eleven..,2019-05-11T00:00:00,Vietnam,3,Ba,7.5,"Solo traveller,Double Room,Stayed 3 nights",1.0,1.0,1
Hom Hostel & Cooking Club,"13.74239144,100.55285364",Exceptional,No Positive,No Negative,2019-05-17T00:00:00,India,16,Prakash,10.0,"Solo traveller,Bunk Bed in Mixed Dormitory Room,Stayed 1 night",1.0,1.0,1
Value Hotel Thomson - SG Clean,"1.32683457,103.84294242",Good,No Positive,No Negative,2022-01-17T00:00:00,Singapore,3,Caroline,7.0,"Leisure trip,Family with young children,Standard Double Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Atlantis Pods @ Chinatown,"1.28358000,103.84425200","“Very affordable, relatively clean, very convenient location”","The pods were really fun! Super great value for the price. Loved to have my own space. It was nice to have a free breakfast every day. Bathrooms were pretty clean. Super close to the MRT station, which was sooo convenient for getting around! I would probably come back and stay here if I came to Singapore again.","Doors on the pod didn’t lock, and I was under the impression that they did. Had to wash dishes in the bathroom (didn’t think that was the most sanitary). Toilet and shower were all in same room without a pony/separation wall (didn’t think that was super sanitary either).",2020-03-21T00:00:00,United States,1,Elizabeth,7.0,"Leisure trip,Solo traveller,Superior Single Capsule,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Ambassador Hotel Bangkok - SHA Extra Plus,"13.74210673,100.55672005",“Everyone was very nice and friendly.”,Nice quiet room and very comfortable - good location.,I would have liked breakfast included in the price.,2020-03-3T00:00:00,Australia,2,Judith,8.0,"Leisure trip,Solo traveller,Standard Double or Twin Room,Stayed 4 nights",1.0,0.0,1
Hotel 81 Changi - SG Clean,"1.31872610,103.91175170",Very good,Nice vacation,Na,2020-11-16T00:00:00,Singapore,6,Lynn,8.0,"Leisure trip,People with friends,Superior Double Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
HOTEL MYSTAYS Shin Osaka Conference Center,"34.72959954,135.49768388",Pleasant,friendly staff,No Negative,2019-07-2T00:00:00,United States,4,Anonymous,6.7,"Leisure trip,Family with young children,Standard Single Room - Non-Smoking,Stayed 1 night,Submitted via mobile",1.0,1.0,1
YWCA Fort Canning (SG Clean),"1.29727096,103.84519547",“Truly enjoyed our stay!”,Location was very good.,No Negative,2022-03-20T00:00:00,Singapore,3,Abdul,9.0,"Leisure trip,Family with young children,Family Room,Stayed 3 nights,Submitted via mobile",1.0,1.0,1
Grand Hyatt Singapore (SG Clean),"1.30660264,103.83301824",Poor,No Positive,No Negative,2019-08-23T00:00:00,Bangladesh,1,Md,3.3,"Business trip,Family with young children,Deluxe King Room,Stayed 2 nights,Submitted via mobile",0.0,0.0,0
Fragrance Hotel - Oasis (SG Clean),"1.32595772,103.84869039",Good,No Positive,No Negative,2019-08-6T00:00:00,Singapore,5,Johnson,7.1,"Leisure trip,Couple,Superior Double or Twin Room,Stayed 2 nights",1.0,1.0,1
LA49 Hotel - SHA Certified,"13.73606978,100.57854384",Exceptional,"The place was stunning! Classic with a modern twist! I loved everything about my apartment. But most of all I loved the bed & the bath!! After weeks of just having showers, a bath (with jets may I add) was absolutely fantastic! I would recommend!","It did take a little longer to find than expected. However, once you do find it, it isn’t that far from the main road!",2019-08-20T00:00:00,United Kingdom,14,Elika,10.0,"Leisure trip,Solo traveller,Superior One Bedroom Apartment,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Zircon Hotel,"13.75959184,100.63903302",Exceptional,No Positive,No Negative,2020-02-2T00:00:00,Kuwait,18,Mohammad,10.0,"Leisure trip,Solo traveller,Standard Double Room,Stayed 1 night,Submitted via mobile",1.0,0.0,1
Bed One Block Hostel,"13.75248105,100.53123076",“need more toilet”,No Positive,No Negative,2021-06-21T00:00:00,Thailand,1,Paninee,7.0,"Leisure trip,Solo traveller,Bed in 8-Bed Female Dormitory Room,Stayed 4 nights,Submitted via mobile",1.0,1.0,0
"Hotel Bencoolen @ Hong Kong Street (SG Clean, Staycation Approved)","1.28721682,103.84783242",“fine”,No Positive,No Negative,2019-11-30T00:00:00,South Africa,6,Nicolaas,7.0,"Leisure trip,Couple,Executive Double Room,Stayed 2 nights",1.0,1.0,0
Mercure Singapore Bugis (SG Clean),"1.29952300,103.85310400",Superb,Staff efficient and friendly. Room clean. Good outlook from 9th floor. Right next to Bugis shopping and eating. Will stay there again,"Room a little cramped. Hard to open two suitcases
Shower base did not drain well",2019-05-10T00:00:00,Australia,12,Andrew,9.2,"Leisure trip,Couple,Signature Twin Room,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
The Victory Residences Bangkok - SHA Extra Plus Certified,"13.75997774,100.53702325",Good,No Positive,No Negative,2019-10-22T00:00:00,Cambodia,1,Kimsan,7.5,"Leisure trip,People with friends,Studio Double or Twin Room,Stayed 3 nights,Submitted via mobile",1.0,1.0,1
"Shangri-La Singapore (SG Clean, Staycation Approved)","1.31124433,103.82651925",Exceptional,Exceptional service and pool. Loved Nami restaurant,No Negative,2019-12-30T00:00:00,Australia,14,Luke,10.0,"Leisure trip,Family with young children,Garden Wing Deluxe Pool Twin,Stayed 4 nights,Submitted via mobile",1.0,1.0,1
Ratchada Boutique Hotel,"13.77280458,100.57064403",Exceptional,No Positive,No Negative,2019-06-22T00:00:00,Thailand,13,Usama,9.6,"Solo traveller,Standard Twin Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
ibis Styles Bangkok Khaosan Viengtai,"13.75979798,100.49760282",Exceptional,The entire experience at the hotel was beyond perfect,No Negative,2019-07-17T00:00:00,United Kingdom,5,Arthur,10.0,"Leisure trip,Solo traveller,Standard Queen Room,Stayed 3 nights,Submitted via mobile",1.0,1.0,1
Prince Palace Hotel - SHA Extra Plus,"13.75408463,100.51568896",Good,"the hotel was fine, they gave us a very spacious room, but the furniture was old and the carpet smelled damp.  The hotel is located in the old part of the city but is accessible to everything whit a tuk tuk 
Great breakfast (you pay apart) great swimming pool it’s close at 8pm.",Carpet and furniture really old..,2019-11-20T00:00:00,France,2,Mercedes,7.5,"Leisure trip,Family with young children,Superior Twin Room,Stayed 4 nights,Submitted via mobile",1.0,1.0,1
New Siam III Guest House,"13.76230000,100.49551100",“Excellent value hotel that does the basics well”,"Good value hotel near Khao San road, about a 5 min walk. Clean room, decent WiFi and AC. No restaurant attached to the hotel but the area has plenty. Hotel is a quiet oasis in the area that's busy and noisy.",No Negative,2020-01-30T00:00:00,United Kingdom,79,David,9.0,"Business trip,Solo traveller,Standard Double Room,Stayed 5 nights,Submitted via mobile",1.0,1.0,1
The Palazzo Hotel,"13.77639533,100.57169616",Superb,No Positive,No Negative,2022-02-24T00:00:00,Thailand,1,Aporn,9.0,"Business trip,Group,Superior Double or Twin Room,Stayed 2 nights",1.0,1.0,1
Hotel Royal Bangkok@Chinatown,"13.74065848,100.50989075",Good,No Positive,No Negative,2020-03-1T00:00:00,United Kingdom,9,Emma,7.5,"Leisure trip,Solo traveller,Superior Double or Twin Room - No Window,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Casa Nithra - SHA Extra Plus,"13.76581860,100.50058812",“Does not worth the money”,"Good location, good breakfast.","too impersonal and presumptuous. breakfast staff is super nice but they so overdo it with assisting you. Linen and towels worn out, we've had better in much cheaper places.",2019-10-20T00:00:00,France,7,Krzysztof,5.0,"Leisure trip,Couple,Superior Double Room,Stayed 2 nights",0.0,0.0,0
Marwin Space,"13.75129366,100.53886354","“Will be back for more, location is awesome and was well looked after.”","I loved the way that everyone has a smile on their face upon my arrival. Felt very welcomed and felt safe. They looked after me as if I am a family member, Thank you Rainie, will be back very soon.","Only one little issue, during the middle of the night, realised there was a strong smell of cigarette smoke in the room, realised that it was coming from the Aircon unit, probably someone was smoking near the compressor. Apart from that, everything was great.",2020-03-4T00:00:00,Malaysia,1,Tracy,9.0,"Business trip,Solo traveller,Superior Double Room,Stayed 2 nights",1.0,1.0,1
Dinsomon Hotel,"13.75596929,100.50158875",Exceptional,"Staff , they are very helpful and lovely , they are made everthing it perfect !! Good service specific When we come to check some information about the place for traveler or local foods , night street market . The room was clean and comfortable bed .the pool good music and enjoy .",Non,2020-01-18T00:00:00,Spain,8,Katerio,10.0,"Leisure trip,Couple,Superior Double or Twin Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Rezt Bangkok,"13.73127269,100.56619529",Very good,No Positive,No Negative,2019-06-16T00:00:00,Vietnam,1,Anonymous,8.3,"Leisure trip,Group,4-Bed Mixed Dormitory Room,Stayed 3 nights,Submitted via mobile",1.0,1.0,1
Patumwan House,"13.74880233,100.52980542",Exceptional,No Positive,No Negative,2019-08-2T00:00:00,Thailand,11,Pornpan,10.0,"Business trip,Group,Deluxe Double Room,Stayed 1 night,Submitted via mobile",1.0,0.0,1
"YOTEL Singapore Orchard Road (SG Clean, Staycation Approved)","1.30606069,103.83028090",Exceptional,Great location,No Negative,2019-05-10T00:00:00,United Kingdom,9,Malcolm,10.0,"Leisure trip,Couple,Premium Queen View Cabin,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
"Oakwood Premier AMTD Singapore (SG Clean, Staycation Approved)","1.27661469,103.84826440",Very good,No Positive,Nice place nice location. Except check in process can be improve,2020-09-22T00:00:00,Singapore,4,Weiitinq,8.0,"Leisure trip,Solo traveller,One-Bedroom Deluxe,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Hotel Kansai,"34.70060585,135.50340369",Good,Near to Higashi Umeda station and near to many conveniant stores,It is good location because it is near to Higashi Umeda station subway but it also be near to many love hotels. I had heard some noises during night time.,2020-02-23T00:00:00,Thailand,2,Kwan_sin,7.0,"Leisure trip,Solo traveller,Single Room - Non-Smoking,Stayed 4 nights,Submitted via mobile",1.0,1.0,1
Grand Copthorne Waterfront - SG clean,"1.29048939,103.83472145",Good,No Positive,No Negative,2019-04-20T00:00:00,Australia,16,Sandra,7.9,"Leisure trip,Couple,Club Double Room,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
ST Signature Chinatown (SG Clean),"1.28179000,103.84526800",Exceptional,No Positive,No Negative,2019-10-28T00:00:00,Sweden,10,V,9.6,"Leisure trip,Solo traveller,Cabin S-Upper, Window, Shared Bathroom,Stayed 3 nights",1.0,1.0,1
"Holiday Inn Express Singapore Clarke Quay (SG Clean), an IHG Hotel","1.28890600,103.84211400",“Family stopover for a few days in Singapore.”,Very local to all amenities. Very clean and comfortable.,No Negative,2020-02-11T00:00:00,United Kingdom,24,Anita,10.0,"Leisure trip,Family with young children,Standard Twin Room,Stayed 2 nights,Submitted via mobile",0.0,0.0,0
Evergreen Place Siam by UHG - SHA Extra Plus,"13.75059872,100.53118944",“Family friendly hotel. Location and staff are wonderful.”,"Location, helpful staff.",Renovation work was going on in the hotel during our stay and the noise and debris was not desirable.,2019-06-17T00:00:00,Bangladesh,11,Shahina,7.9,"Leisure trip,Family with young children,Two-Bedroom Family Suite,Stayed 7 nights,Submitted via mobile",1.0,1.0,1
Chateau de Bangkok,"13.73932256,100.54928899",Very good,No Positive,No Negative,2019-04-18T00:00:00,Thailand,2,Robert,8.3,"Family with young children,Superior Studio,Stayed 1 night",1.0,1.0,1
Travelier Hostel,"13.75450723,100.52868086",Exceptional,"Very nice place to stay, amazing breakfast, friendly staff, nice and clean room and bathroom",None,2019-07-18T00:00:00,Oman,20,Mohammed,10.0,"Leisure trip,Solo traveller,Bed in 6-Bed Mixed Dormitory Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
HOTEL MYSTAYS Otemae,"34.68394098,135.51456705",“EXCELLENT ROOM GOOD LOCATION”,EXCELLENT ROOM WITH GOOD SPACE,No Negative,2019-09-30T00:00:00,India,4,Suyog,10.0,"Leisure trip,People with friends,Standard Apartment - Non-Smoking,Stayed 3 nights,Submitted via mobile",1.0,1.0,1
JW Marriott Hotel Singapore South Beach (SG Clean),"1.29456100,103.85611900",Exceptional,No Positive,No Negative,2022-02-11T00:00:00,Thailand,1,Meeboontham,10.0,"Leisure trip,Couple,Deluxe Guest Room with King Bed,Stayed 1 night,Submitted via mobile",1.0,1.0,1
"Pan Pacific Singapore (SG Clean, Staycation Approved)","1.29201250,103.85860920",Okay,Pool is good. Room service is prompt. Location is great.,Beds were not very comfortable,2019-05-18T00:00:00,United Kingdom,7,Richard,5.8,"Leisure trip,People with friends,Deluxe King or Twin Room,Stayed 5 nights,Submitted via mobile",1.0,1.0,1
"Hotel G Singapore (SG Clean, Staycation Approved)","1.30071404,103.85151207",“Great location and funky vibe. Room is comfortable but small so don’t take too much large luggage!”,Location was central; comfortable bed,Compact room and bathroom,2020-01-3T00:00:00,Australia,20,Joanne,8.0,"Leisure trip,Couple,Good Room King,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Hotel Monterey Le Frere Osaka,"34.69805760,135.49958778",Pleasant,Location,no BBC news.,2022-02-25T00:00:00,Japan,48,Nigel,6.0,"Business trip,Solo traveller,Queen Room - Non-Smoking,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Village Hotel Albert Court by Far East Hospitality (SG Clean),"1.30424100,103.85085800",“Pleasant Stay With Satisfaction”,The front office staff. Jason is awesome. He helped me with with whatever had requested. Thank you for the kind hospitality.,Basically nothing,2019-07-4T00:00:00,Japan,22,Yuri,9.2,"Business trip,Couple,Superior Double or Twin Room,Stayed 2 nights",1.0,1.0,1
Grand Mercure Singapore Roxy - SG Clean,"1.30308718,103.90483171",“great place!”,"I think is a very nice place for staycation . There’s many food varieties around the hotel, 7-11 and Malls to go. The room is big too! Nice Bathtub, I’ll come back here again",No Negative,2022-02-13T00:00:00,Singapore,2,Hirfong,9.0,"Couple,Superior Double Room,Stayed 2 nights,Submitted via mobile",1.0,0.0,1
New Siam Palace Ville Hotel - SHA Extra Plus Certified,"13.76016855,100.49326741",“Great hotel”,Friendly staff and clean rooms. Pool area was nice and cheap food at hotel restaurant. Ideal for a couple nights stay in Bangkok.,No Negative,2019-07-12T00:00:00,United Kingdom,8,Liam,10.0,"Leisure trip,People with friends,Superior Room Twin Bed,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Hearton Hotel Nishi Umeda,"34.70014607,135.49273252","“The room is quite small but very convenience, near the metro and train station”",No Positive,No Negative,2019-07-1T00:00:00,Vietnam,3,Lan,8.8,"Leisure trip,Family with young children,Double Room,Stayed 1 night,Submitted via mobile",1.0,1.0,0
Avani Atrium Bangkok Hotel - SHA Extra Plus Certified,"13.74717007,100.57014048",Okay,No Positive,No Negative,2019-08-20T00:00:00,Oman,19,Alazher,5.8,"Leisure trip,Family with young children,AVANI Deluxe Room,Stayed 3 nights,Submitted via mobile",1.0,1.0,1
Amora NeoLuxe Suites Hotel,"13.73395003,100.56640416",Good,"Nice rooms, great location. Pool was nice to cool down or catch some sun. Good breakfast.","Doors open and close really loud, so if your neighbors enter of exit really late or early: you definitely wake up.",2019-07-19T00:00:00,Netherlands,10,Thea,7.9,"Leisure trip,Solo traveller,Superior Double Room,Stayed 3 nights,Submitted via mobile",1.0,1.0,1
"Tai Hoe Hotel (SG Clean, Staycation Approved)","1.31041968,103.85655865",Good,The location and staff were very helpful,We had a 5 bed room which had no windows. It felt very claustrophobic..so we literally used it to sleep and shower,2019-04-22T00:00:00,United Kingdom,21,Alison,7.1,"Leisure trip,Family with young children,Innharmony Room,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Bangkok City Inn,"13.74864992,100.54162055",“Overall the hotel is very convenience and is near the Central World shopping area”,The Breakfast was quite ok. The staffs are quite friendly,There is some nymphs crawling around. Hope the Hotel management can do with the pest.,2020-01-27T00:00:00,Singapore,4,Yeo,8.0,"Leisure trip,Family with young children,Standard Double or Twin Room,Stayed 4 nights",1.0,1.0,1
Drop Inn Bangkok,"13.73397088,100.56333303",Superb,"Location is quiet. Room is clean, staffs are friendly, bed is comfy, the towels smell great and the tv works!",No hair dryer.,2021-05-13T00:00:00,Philippines,14,Ann,9.0,"Solo traveller,Deluxe Double or Twin Room,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Tango Vibrant Living Hotel - SHA Extra Plus,"13.75383452,100.54275781",“Had a very comfortable stay. Great value for money.”,"Very modern and clean room, friendly staff, excellent location",The room could do with some more lighting,2020-03-7T00:00:00,India,11,Meenakshi,8.0,"Leisure trip,Couple,Superior Double Room,Stayed 1 night",1.0,1.0,1
Summer View Hotel (SG Clean),"1.30157748,103.85242671",“Excellent cleanliness and location but you get rest only if you sleep like a log.”,The check-in process was a breeze And the room was extremely clean! Location was very good,"We did not rest well at all. The mattress was the type that when the spouse turned the other would be awoken as the mattress support was lacking. Furthermore, We were awoken by Housekeeping moving furniture and aisle carpet vacuum cleaning (the power outlet was right outside our room.) from around 6.30am.",2021-10-10T00:00:00,Singapore,4,Chun,7.0,"Leisure trip,Couple,Superior Double or Twin Room,Stayed 1 night",1.0,1.0,1
TK Palace Hotel & Convention - SHA Extra Plus,"13.89154649,100.56159496",Fabulous,No Positive,No Negative,2019-07-25T00:00:00,Thailand,16,Nisita,8.8,"Business trip,Group,Standard Double or Twin Room,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Furama Silom Hotel,"13.72512236,100.52521080",“This hotel needs renovation and is not clean”,"We loved the view from the rooftop and appreciated the rooftop swimming pool. it was very close to restaurants, shops and night markets.","The bathroom was not clean at all, the towels left on the floor were not replaced but picked up and folded for reuse. The floor of the room was not clean either. The ceilings are quite low, the swimming pool needs renovation as well, the paintings are used and the stairs look like hospital’ s stairs. The staff at the reception was unhelpful and extremely slow.",2020-01-8T00:00:00,Belgium,45,David,6.3,"Leisure trip,Group,Family Room,Stayed 2 nights,Submitted via mobile",0.0,0.0,0
Baan Noppawong,"13.75631997,100.50049961",“Exceptional”,"Staff was super friendly and helpfull! They arranged everything for us, incl. Taxi to the airport.  They have a nice small cosy restaurant with great food. They cleaned the room every 2 nights, and put water bottles on the room every time they cleaned.","Its a perfect stay, room is a bit  small, but all other things were perfectly arranged",2022-03-23T00:00:00,Netherlands,4,Rosie,10.0,"Leisure trip,Couple,Deluxe Double Room,Stayed 3 nights,Submitted via mobile",1.0,1.0,1
"Dhevi Bangkok Hotel, SHA Extra Plus","13.75297800,100.52418900",Exceptional,The staff is super friendly!  The decoration is exceptionally beautiful!  Everything super clean and perfect!,No Negative,2021-11-18T00:00:00,Germany,24,Pa,10.0,"Leisure trip,People with friends,Standard Double Room,Stayed 7 nights,Submitted via mobile",1.0,1.0,1
Nouvo City Hotel,"13.76279137,100.49929261",Exceptional,"Rooms were amazing! Super helpful staff, great location and opposite a lovely bar (Cha’s) with a very friendly owner who goes out of his way to get you the best! Hotel staff were the same :) would highly recommend",No Negative,2019-11-20T00:00:00,United Kingdom,1,Hema,10.0,"Leisure trip,People with friends,Grand Deluxe Triple Room,Stayed 3 nights,Submitted via mobile",1.0,1.0,1
Royal Plaza on Scotts,"1.30726229,103.83276075",Exceptional,Everything,Nothing,2020-01-3T00:00:00,Colombia,20,Natali,10.0,"Leisure trip,Couple,Deluxe King Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
"Lloyd's Inn (SG Clean, Staycation Approved)","1.29720580,103.84054740",Okay,No Positive,No Negative,2019-06-15T00:00:00,Singapore,1,Bchong,5.8,"Leisure trip,Solo traveller,Deluxe Double or Twin Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Theme Boutique Hotel Bangkok,"13.75428535,100.53698210",Exceptional,No Positive,No Negative,2021-02-23T00:00:00,Thailand,8,Anonymous,10.0,"Leisure trip,Family with young children,Two-Bedroom Suite,Stayed 1 night,Submitted via mobile",1.0,1.0,1
MIDO Hotel,"13.79081112,100.54260400","“A fine clean hotel for $50 a night, good breakfast buffet”","Good basic breakfast buffet, American-ish and Asian choices, very nice interior.  Large quiet room, good bathroom.  Neighborhood has some food places nearby, its a 100tbt (USD3.50) ride down to the river, more to get downtown.  Parking and neighborhood seems fine and safe.",No Negative,2020-01-29T00:00:00,United States,1,Robert,8.0,"Leisure trip,Solo traveller,Superior Twin Room - Smoking,Stayed 1 night",1.0,1.0,1
Amari Watergate Bangkok - SHA Extra Plus Certified,"13.75090094,100.53974032",“NIce experience and enjoyed stay with family.”,Staff helpfulness and impressed the way they have helped in getting lost item.,No Negative,2019-10-14T00:00:00,Japan,4,Prabagaran,7.5,"Leisure trip,Family with young children,Deluxe Twin Room,Stayed 2 nights",1.0,1.0,1
Fairmont Singapore (SG Clean),"1.29353560,103.85402799",“Kind and polite”,The view..the tv.. and the space of it,None,2020-09-26T00:00:00,Singapore,1,Samsudin,8.0,"Couple,Fairmont King Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Somerset Bencoolen Singapore (SG Clean),"1.29927406,103.85054648",Superb,Great stay. Here for staycation since can't travel. So good have booked for another 4 days in Dec,No Negative,2021-10-21T00:00:00,Singapore,3,Joe,9.0,"Leisure trip,Family with young children,Deluxe Two-Bedroom Apartment,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
ibis Bangkok Sathorn - SHA Extra Plus,"13.72179757,100.54653704",“Good value for money and very clean.”,Location suited me because of a nearby Italian restaurant,Soundproofing between the rooms. I could hear people talking late into the night from next door. There is not much that can be done about that now.,2022-03-30T00:00:00,Thailand,7,David,7.0,"Leisure trip,Solo traveller,Superior Queen Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Hotel Richie Richie,"34.66803640,135.49832413",Fabulous,Walking distance to Dotonbori,No Negative,2019-10-18T00:00:00,Malaysia,3,Noramale,8.8,"Leisure trip,Couple,Double Room with Small Double Bed,Stayed 6 nights,Submitted via mobile",1.0,1.0,1
"Park View Hotel (SG Clean, Staycation Approved)","1.29706449,103.85655731",Good,The only grabbed this last minute for one night,Very ordinary room. Just two beds.  Like a dorm room.,2019-08-20T00:00:00,New Zealand,4,Jamie,7.9,"Leisure trip,Couple,Superior Double or Twin Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Hotel 81 Changi - SG Clean,"1.31872610,103.91175170",Disappointing,No Positive,"Room smelling like an old cave that has not been aired for too longStaff saying they would use ironiser to fix it but nothing was done.",2019-07-16T00:00:00,Netherlands,1,Pierre,4.2,"Leisure trip,Solo traveller,Superior Double Room,Stayed 1 night,Submitted via mobile",0.0,0.0,0
"InterContinental Singapore Robertson Quay (SG Clean), an IHG Hotel","1.29017242,103.83876187",Very good,No Positive,No Negative,2022-01-2T00:00:00,Singapore,1,Roy,8.0,"Leisure trip,Couple,1 King Bed Junior Suite,Stayed 1 night,Submitted via mobile",1.0,1.0,1
"Sindhorn Midtown, an IHG Hotel - SHA Extra Plus","13.74135689,100.54301379",Exceptional,Brand new hotel. Amazing organization. Awesome location and flawless staff. 10 out of 10 is well deserved,Nothing,2022-03-23T00:00:00,France,22,Philippe,10.0,"Leisure trip,Solo traveller,Standard Room,Stayed 6 nights,Submitted via mobile",1.0,1.0,1
OYO 618 At Khaosan Hostel,"13.76034491,100.50170146",Pleasant,Location was near to khao san road. Staffs are nice,Bathroom was not clean. Trash was always full.,2019-07-13T00:00:00,Mongolia,5,Urangoo,6.3,"Leisure trip,Group,Economy Twin Room,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Treetops Executive Residences (SG Clean),"1.30868170,103.82699017",Exceptional,All staff were fantastic and assisted us in every way possible. Two bedroom apartment was very spacious and comfortable.,No Negative,2019-10-29T00:00:00,Australia,5,Darrin,10.0,"Leisure trip,Family with young children,Super Deluxe Two-Bedroom Apartment,Stayed 6 nights,Submitted via mobile",1.0,1.0,1
Wang Lang Hostel,"13.75505300,100.48522800",Exceptional,Hostel staffs are very helpful.,Nothing,2019-07-18T00:00:00,United Arab Emirates,3,Janak,9.6,"Leisure trip,Solo traveller,Double Room with Private Bathroom,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Mercure Singapore Bugis (SG Clean),"1.29952300,103.85310400","“Good hotel, good location.”","Good hotel, good location in Bugis area, close to Little india for some great food.  We've been to singapore a few times, stayed in all sorts of hotels, wanted a cheap overnight, which this was, that included breakfast, which some hotels in singapore don't always include.   Happy with hotel overall, only stayed for 1 night.  Pool really nice.","Rooms where quite small, toilet positioning a bit awkward.. would of preferred toilet and shower to be switched round.  Okay for 1 night,but you would struggle if have lots of luggage.",2020-01-9T00:00:00,United Kingdom,35,T,9.0,"Leisure trip,Family with young children,Signature Queen Room,Stayed 1 night",1.0,0.0,1
