hotel_name,hotel_address,hotel_location,hotel_rating,hotel_description,hotel_country,hotel_num_reviews,unique_tags,hotel_img_url,hotel_link,unique_review_country,best_noun,worst_noun,features_room,features_facilities,features_location,features_staff,features_food,pos_review_count,neg_review_count
Studio M Hotel,"3 Nanson Road, Robertson Quay, 238910 Singapore, Singapore","1.29111150,103.83927852",8.3,"You're eligible for a Genius discount at Studio M Hotel! To save at this property, all you have to do is sign in.
Featuring stylish loft-inspired designer rooms, Studio M Hotel offers accommodations in Robertson Quay. It features a 100 feet lap pool and guests can enjoy meals at the in-house deli. Free high-speed WiFi is available throughout the property. Fort Canning MRT Station is 2,800 feet away.
It is 0.7 miles to the entertainment hub of Clarke Quay and 0.9 miles to Clarke Quay MRT Station, while the vibrant shopping belt of Orchard Road is 1.1 miles away. The National Museum of Singapore is 1 miles from Studio M Hotel. Suntec Singapore Convention & Exhibition Centre is 2.6 miles from the property. Changi Airport Singapore is 13.7 miles away. The property offers complimentary shuttle services to selected areas based on availability upon request.
Elegantly decorated, air-conditioned rooms at Studio M are equipped with a flat-screen TV. A cooler refrigerator, safe and tea/coffee making facilities are provided. The en suite bathroom comes with free toiletries and slippers.
Guests can work out at the open-air gym or relax in the jet pool. Laundry services and sheltered parking is available.
MEMO Eat.Meet.Drink is a self-serve deli by day and bar by night. It offers coffee and ready-to-go meals. Friendly staff are fluent in English and Chinese. Union Pay is accepted here.",Singapore,2401,"With a pet,Stayed 4 nights,Stayed 13 nights,Submitted via mobile,Stayed 1 night,Stayed 9 nights,Solo traveller,Business trip,Stayed 7 nights,Leisure trip,Stayed 5 nights,Executive Loft,People with friends,Stayed 2 nights,Premier Loft,Family with young children,Couple,Stayed 8 nights,Studio Loft,Stayed 3 nights,Stayed 6 nights,Group",https://t-cf.bstatic.com/xdata/images/hotel/max500/348375671.jpg?k=90d6319198780f666ad863a313d2aed6efeb9fd29e95392ec94e3d79a260ce6b&o=&hp=1,https://www.booking.com/hotel/sg/studio-m.en-gb.html?label=gen173nr-1FCCooyQE4lwNICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALLqKSSBsACAdICJDhjODIxM2YxLWUwNmYtNDg0Zi1iNWYxLWM5NDI0ZDExOGM1MtgCBeACAQ;sid=39fbe82b6434f9722cfa08e80fedff63,"Italy,Sri Lanka,Nepal,Singapore,Finland,United Arab Emirates,Netherlands,Papua New Guinea,Brunei Darussalam,Norway,Japan,Myanmar,Slovakia,Russia,France,United Kingdom,Lithuania,Philippines,Vietnam,India,Austria,Hong Kong,China,Indonesia,Bangladesh,Thailand,Malaysia,Germany,Portugal,Sweden,Spain,Qatar,New Zealand,Brazil,Saudi Arabia,Ireland,Canada,Denmark,Pakistan,Turkey,Australia,Switzerland,Cyprus,Macao,United States","room,location,staff","hotel,toilet,shower",0,1,0,0,1,493,60
Fragrance Hotel - Classic (SG Clean),"418 Balestier Road, Novena, 329808 Singapore, Singapore","1.32585850,103.84961039",8.0,"Conveniently located in Balestier, Fragrance Hotel - Classic is just a 10-minute drive from Orchard Road, the main shopping hub of Singapore. It provides well-equipped rooms and is located within walking distance of many popular eateries.
It takes a 25-minute drive from the hotel to Changi International Airport. Classic - Fragrance Hotel is a 15-minute drive from the Central Business District.
Rooms are simple and fitted with a flat-screen cable TV, a tea/coffee maker and an en suite bathroom offering free toiletries. They are all fully air conditioned.
The hotel provides a 24-hour front desk, laundry and dry cleaning services. It also has luggage storage facilities. Wi-Fi is available at an extra charge.",Singapore,223,"Stayed 4 nights,Stayed 13 nights,Submitted via mobile,Stayed 1 night,Solo traveller,Business trip,Stayed 7 nights,Leisure trip,Stayed 5 nights,People with friends,Stayed 2 nights,Family with young children,Couple,Stayed 8 nights,Stayed 3 nights,Standard Double Room,Stayed 6 nights,Superior Double Room,Group",https://cf.bstatic.com/xdata/images/hotel/max500/52107863.jpg?k=b78f9212cbe39b39f3e6d942744e8115bff2c253046afb1564a4c0c85912141c&o=&hp=1,https://www.booking.com/hotel/sg/fragrance-classic.en-gb.html?label=gen173nr-1FCCooyQE4lwNICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALLqKSSBsACAdICJDhjODIxM2YxLWUwNmYtNDg0Zi1iNWYxLWM5NDI0ZDExOGM1MtgCBeACAQ;sid=deeecac9e255d62572e2ae118c09f04b,"Thailand,Malaysia,Philippines,United States,Nepal,Singapore,Vietnam,India,United Arab Emirates,Myanmar,Sri Lanka","location,room,food","hotel,mineral,water",0,1,1,0,1,62,5
"RELC International Hotel (SG Clean, Staycation Approved)","30 Orange Grove Road, Orchard, 258352 Singapore, Singapore","1.31287469,103.82589430",8.0,"You're eligible for a Genius discount at RELC International Hotel (SG Clean, Staycation Approved)! To save at this property, all you have to do is sign in.
RELC International Hotel is centrally located, just a 15-minute walk from the famous Orchard Road. There is also a bus stop within steps of the hotel. The hotel features spacious accommodation with a fitness centre, free parking and free WiFi.
Each room is equipped with a minibar, tea/coffee making facilities and a flat-screen TV with cable channels. The en suite bathroom comes with a rain shower.
RELC features dining options that include a Cafe Connoisseur breakfast outlet, and a Chinese restaurant on the property. Laundry and dry cleaning services are offered on site. Luggage storage can be found at the 24-hour front desk. A currency exchange service is also available.
Changi Airport is a 25-minute drive from Hotel RELC International. The Suntec Convention Centre is a 15-minute drive away.",Singapore,280,"Stayed 4 nights,Staycation Offer - Deluxe Twin Room,Executive Quadruple Room with Two Queen Beds,Superior Twin Room,Executive King Room,Submitted via mobile,Stayed 1 night,Solo traveller,Business trip,One-Bedroom Apartment,Leisure trip,Stayed 5 nights,People with friends,Stayed 2 nights,Family with young children,Couple,Superior Triple Room,Stayed 3 nights,Staycation Offer - Deluxe Quad Room,Deluxe Twin Room,Deluxe Quadruple Room with Two Queen Beds,Group",https://t-cf.bstatic.com/xdata/images/hotel/max500/202846766.jpg?k=b4e5bb1d8f83eb43e2b98ba4141a33af55588908f88d32fcd5eed5bfda7313af&o=&hp=1,https://www.booking.com/hotel/sg/relc-international.en-gb.html?label=gen173nr-1FCCooyQE4lwNICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALLqKSSBsACAdICJDhjODIxM2YxLWUwNmYtNDg0Zi1iNWYxLWM5NDI0ZDExOGM1MtgCBeACAQ;sid=365e1631a290b9258eadbdfef6282e4d,"Saudi Arabia,Thailand,United Kingdom,Malaysia,Philippines,United States,Australia,Singapore,Japan,New Zealand,China,Sri Lanka,Indonesia,Bangladesh","room,hotel,staff","breakfast,toilet,door",0,0,0,1,0,79,10
Hotel 81 Heritage - SG Clean,"71 Jalan Sultan, Kampong Glam, 198985 Singapore, Singapore","1.30280026,103.86142015",8.7,"A short 5-minute walk from Nicoll Highway MRT Station, Hotel 81 Heritage provides air-conditioned rooms with free Wi-Fi. It is a 5-minute walk from Kampong Glam, a charming area with many Malay and Arab shophouses and eateries.
Simply furnished, all rooms come with a satellite TV, tea/coffee making facilities and a hairdryer. En suite bathrooms come with a shower and free toiletries.
Hotel 81 Heritage is a 10-minute drive from popular night life options at Clarke Quay and Boat Quay. It is a 30-minute walk to Suntec City Convention and Exhibition Centre. Changi International Airport is a 20-minute drive away.
Luggage storage and safety deposit boxes are available at the 24-hour front desk. Fax and photocopying facilities are also available.",Singapore,589,"Stayed 4 nights,Triple Room,Stayed 13 nights,Submitted via mobile,Stayed 1 night,Solo traveller,Business trip,Stayed 7 nights,Leisure trip,Special Offer - Superior Double Room,Deluxe Double Room,Stayed 5 nights,People with friends,Stayed 2 nights,Family with young children,Twin Room,Couple,Stayed 3 nights,Stayed 6 nights,Superior Double Room,Superior Double Room with Sofa Bed,Group",https://cf.bstatic.com/xdata/images/hotel/max500/19161959.jpg?k=5462a0c3fcf05413d16bc8899fb3d939e7e0d0f2c015c057ef75535d0edd5669&o=&hp=1,https://www.booking.com/hotel/sg/heritage.en-gb.html?label=gen173nr-1FCCooyQE4lwNICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALLqKSSBsACAdICJDhjODIxM2YxLWUwNmYtNDg0Zi1iNWYxLWM5NDI0ZDExOGM1MtgCBeACAQ;sid=2c819422f03e41d957b1c0c8379f26bb,"Cambodia,Singapore,Brunei Darussalam,Russia,France,United Kingdom,Lithuania,Philippines,Vietnam,India,Indonesia,Bangladesh,Thailand,Greece,Malaysia,Germany,Sweden,Spain,Oman,Brazil,Australia,Belgium,United States","staff,location,room","window,air,bed",0,1,1,1,1,100,8
"Check-Inn at Little India - SG Clean, Staycation Approved","60 Kerbau Road, Little India, Farrer Park, 219184 Singapore, Singapore","1.30745293,103.85070895",8.7,"You're eligible for a Genius discount at Check-Inn at Little India - SG Clean, Staycation Approved! To save at this property, all you have to do is sign in.
Inspired by Singapore's traditional black and white houses, Check-Inn at Little India offers accommodation in Singapore, 1,950 feet from Mustafa Centre. Free WiFi is provided throughout the property.
Rooms come with a flat-screen TV. You will find a kettle in the room. The rooms have a private bathroom. For your comfort, you will find free toiletries and a hairdryer.
You will find a 24-hour front desk at the property.
It is a 3-minute walk to Little India MRT Station. Kwan Im Thong Hood Cho Temple is 2,650 feet from Check-Inn at Little India, while The Cathay is 0.6 miles from the property. The nearest airport is Changi Airport, 9.9 miles from the property.",Singapore,271,"Family,Stayed 4 nights,Single,Submitted via mobile,Stayed 1 night,Stayed 9 nights,Solo traveller,Business trip,Stayed 7 nights,Superior,Leisure trip,Deluxe,Stayed 5 nights,People with friends,Stayed 2 nights,Family with young children,Couple,Premier,Stayed 3 nights,Stayed 6 nights,Group",https://cf.bstatic.com/xdata/images/hotel/max500/344681281.jpg?k=5d912b36b44582d84a7e86624a3424c143963729f6f5c4de7a358b74133a0e1d&o=&hp=1,https://www.booking.com/hotel/sg/park-22-little-india.en-gb.html?label=gen173nr-1FCCooyQE4lwNICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALLqKSSBsACAdICJDhjODIxM2YxLWUwNmYtNDg0Zi1iNWYxLWM5NDI0ZDExOGM1MtgCBeACAQ;sid=5f1983d842fcf2530b4eb35dc68ec249,"Thailand,Ireland,United Kingdom,Malaysia,Pakistan,Kuwait,Germany,Fiji,Sri Lanka,Australia,Singapore,India,Switzerland,Brunei Darussalam,New Zealand,United States,Indonesia,Bangladesh","staff,location,room","shower,floor,bed",0,0,1,1,1,57,8
Backpackers’ Inn Chinatown,"27 Mosque Street, Chinatown, 059508 Singapore, Singapore","1.28359517,103.84540200",8.9,"Located within the vibrant Chinatown district, Backpackers’ Inn Chinatown offers accommodations in Singapore. It features an in-house restaurant. Free WiFi is available in all rooms and there is a 24-hour front desk.
It is 150 feet to Chinatown MRT Station. Popular destinations such as Sentosa Island, Gardens By The Bay are about an 10-minute metro ride away from Backpackers’ Inn Chinatown, while Singapore Riverside: Clarke Quay and Boat Quay is 2,300 feet away.
Air-conditioned rooms and dormitories are equipped with a personal locker and coffee/tea making facilities. Bathroom facilities are shared and include free toiletries. A coin launderette is available onsite for guest's convenience.",Singapore,522,"Stayed 4 nights,Stayed 12 nights,Submitted via mobile,Stayed 1 night,Solo traveller,Deluxe Loft Double Room,Business trip,Stayed 7 nights,Leisure trip,Deluxe Family Room,Deluxe Double Room,Stayed 5 nights,People with friends,Stayed 2 nights,Family with young children,Couple,Stayed 3 nights,Family Room,Group",https://t-cf.bstatic.com/xdata/images/hotel/max500/159323638.jpg?k=a1cfca2bfe63f46c53bc7b19cf276ee438454c6dface51f719dac9dcca78855c&o=&hp=1,https://www.booking.com/hotel/sg/backpackers-inn-chinatown.en-gb.html?label=gen173nr-1FCCooyQE4lwNICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALLqKSSBsACAdICJDhjODIxM2YxLWUwNmYtNDg0Zi1iNWYxLWM5NDI0ZDExOGM1MtgCBeACAQ;sid=d59993411bfafc0c11e61f8782362f54,"Canada,United Kingdom,Malaysia,Philippines,Sweden,Singapore,Australia,New Zealand,Russia,Poland,Sri Lanka,France","staff,room,bed","floor,wall,toilet",0,1,1,1,0,74,13
The Initial Residence,"355 Balestier Road, Novena, 329782 Singapore, Singapore","1.32443640,103.85086000",8.7,"Offering city views, The Initial Residence is set in the Novena district of Singapore, 1.1 miles from Mustafa Centre and 1.7 miles from Bugis Street. Free WiFi is featured throughout the property and private parking is available on site.
Accommodation is fitted with air conditioning, a fully equipped kitchen, a flat-screen TV and a private bathroom with bidet, slippers and a hairdryer. There is also a microwave, fridge and a kettle.
A gym and ironing facilities are available at the aparthotel.
T Galleria By DFS, Singapore is 1.7 miles from The Initial Residence, while Lucky Plaza is 1.8 miles away.",Singapore,13,"Double or Twin Room,Stayed 13 nights,Double Room with Garden View,Submitted via mobile,Stayed 9 nights,Solo traveller,Business trip,Stayed 7 nights,Leisure trip,Deluxe Double Room,Stayed 10 nights,Family with young children,Couple,Stayed 8 nights,Studio,Family Room,Stayed 11 nights,Standard Double Room,Stayed 6 nights",https://cf.bstatic.com/xdata/images/hotel/max500/322015815.jpg?k=5d11cd955d49fef473d6dc4ab1282ad7cda554a8af7a6c6b87d9e7376b5ced9a&o=&hp=1,https://www.booking.com/hotel/sg/the-initial-residence.en-gb.html?label=gen173nr-1FCCooyQE4lwNICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALLqKSSBsACAdICJDhjODIxM2YxLWUwNmYtNDg0Zi1iNWYxLWM5NDI0ZDExOGM1MtgCBeACAQ;sid=e60ad32f818da506267cf10a175dff72,"Hong Kong,China,Switzerland,Singapore","location,staff,work","apartment,room,cooking",1,1,1,0,1,11,0
Classique Hotel (SG Clean),"240 Jalan Besar, Lavender, 208913 Singapore, Singapore","1.30939990,103.85793900",8.3,"Set in the heart of Singapore just a short walk from the popular 24-hour department store – Mustafa Centre, Classique Hotel provides affordable accommodation with free Wi-Fi access at all areas.
Cooled with air conditioning, all the rooms at Classique Hotel come with a TV, safety deposit box and a minibar. Equipped with hot/cold shower facilities, bathroom facilities are en suite.
The accommodation houses a snack bar and offers laundry services at a surcharge. Free parking facilities are available for those who drive.
This non-smoking hotel is just 4.7 miles from Sentosa Island and 1.7 miles Merlion Park. Changi International Airport is 9.3 miles away.
While Classique Hotel does not house a restaurant, various local eateries and cafés can be found along the same street.",Singapore,325,"Superior Twin Room,Stayed 19 nights,Submitted via mobile,Stayed 1 night,Solo traveller,Standard Queen Room - no window,Business trip,Stayed 7 nights,Leisure trip,Stayed 5 nights,People with friends,Stayed 2 nights,Family with young children,Couple,Stayed 3 nights,Deluxe Twin Room,Stayed 14 nights,Stayed 6 nights,Superior Double Room,Group",https://t-cf.bstatic.com/xdata/images/hotel/max500/27148729.jpg?k=c77fcb90c9b6cdf879c9bbedffe7f5902b3a84ec6dce4efd64315566165bf046&o=&hp=1,https://www.booking.com/hotel/sg/classique.en-gb.html?label=gen173nr-1FCCooyQE4lwNICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALLqKSSBsACAdICJDhjODIxM2YxLWUwNmYtNDg0Zi1iNWYxLWM5NDI0ZDExOGM1MtgCBeACAQ;sid=c7703d44a565a2ac4175e7250ea073cc,"Malaysia,Philippines,Singapore,Australia,India,Brunei Darussalam,Myanmar,Indonesia,Bangladesh","room,value,staff","hair,hotel,blanket",0,0,1,0,1,73,13
"Hotel NuVe (SG Clean, Staycation Approved)","9A-13 Jalan Pinang, Kampong Glam, 199141 Singapore, Singapore","1.30267400,103.85845790",8.6,"You're eligible for a Genius discount at Hotel NuVe (SG Clean, Staycation Approved)! To save at this property, all you have to do is sign in.
Located in Bugis, Hotel NuVe offers modern and comfortable accommodation within 1.2 miles from the famous Merlion Park. It operates a 24-hour front desk and provides free Wi-Fi access throughout the property.
Fitted with carpet flooring, air-conditioned rooms feature a wardrobe, work desk, a safe and a flat-screen TV with cable channels. Tea/coffee making facilities are also included. The en suite bathroom comes equipped with hairdryer, shower facility and free toiletries.
At Hotel NuVe, the friendly staff can assist guests with luggage storage, currency exchange and concierge services. Laundry, dry cleaning and fax/photocopying services are also available.
The property is about 3.7 miles from VivoCity, the largest shopping mall in Singapore. The well-known Sentosa Island is 4.2 miles away, while Changi International Airport is accessible with a 9.3 miles drive.",Singapore,231,"Stayed 4 nights,NuVe Classic Room,NuVe Single Room,Submitted via mobile,Stayed 1 night,NuVe Basic Room (No Window),Solo traveller,Business trip,Stayed 7 nights,Leisure trip,Stayed 5 nights,People with friends,Stayed 2 nights,Stayed 10 nights,Family with young children,Couple,Stayed 3 nights,Stayed 11 nights,NuVe Family Room,Stayed 6 nights,Group",https://cf.bstatic.com/xdata/images/hotel/max500/324381715.jpg?k=b7e36a3e26248e975d37ace8e383bad507bb48b517bd83a55d83729607390424&o=&hp=1,https://www.booking.com/hotel/sg/nuve.en-gb.html?label=gen173nr-1FCCooyQE4lwNICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALLqKSSBsACAdICJDhjODIxM2YxLWUwNmYtNDg0Zi1iNWYxLWM5NDI0ZDExOGM1MtgCBeACAQ;sid=3bbfd02f02924d45119aafe4e930a0a4,"Egypt,Singapore,Finland,Netherlands,United Arab Emirates,Japan,United Kingdom,Vietnam,Hong Kong,China,Indonesia,Thailand,Malaysia,Germany,Qatar,Ireland,Canada,Taiwan,Australia,United States","location,room,staff","door,channel,deco",0,1,1,1,0,54,7
Peninsula Excelsior Hotel,"5 Coleman Street, City Hall, 179805 Singapore, Singapore","1.29161027,103.84974718",9.0,"You're eligible for a Genius discount at Peninsula Excelsior Hotel! To save at this property, all you have to do is sign in.
Peninsula Excelsior Hotel is located in central Singapore, a 5-minute drive from Marina Bay Sands. The hotel offers 2 outdoor pools, a restaurant and elegant rooms with floor-to-ceiling windows.
Featuring a Zen inspired decor, rooms at the Peninsula tower and the Excelsior tower feature the homely comforts of wooden furnishings. Rooms have views of the Esplanade and Singapore River. Amenities include a safety deposit box, free WiFi and minibar. Slippers are provided in rooms. En suite bathroom provides free toiletries including toothpaste and toothbrush.
Guests can approach the 24-hour front desk for currency exchange, tour arrangements and concierge services. The hotel also offers a business centre. Alternatively, guests can work out at the fully-equipped gym or relax by the outdoor hot tub. Staff can assist guests in languages such as English, Malay and Chinese.
Coleman’s Café serves international dishes and is available for all-day dining. Light snacks and refreshing beverages are offered at the Lobby Lounge.
Peninsula Excelsior Hotel is a 5-minute drive from the Singapore Flyer and Orchard Road. Changi International Airport and Singapore Expo are a 20-minute drive from the hotel.",Singapore,1006,"Stayed 4 nights,Submitted via mobile,Stayed 1 night,Stayed 9 nights,Solo traveller,Business trip,Stayed 7 nights,Leisure trip,Club Double or Twin Room,Stayed 5 nights,People with friends,Stayed 2 nights,Family with young children,Couple,Premier Double or Twin Room,Stayed 3 nights,Deluxe Double or Twin Room,Stayed 11 nights,Stayed 6 nights,Group",https://cf.bstatic.com/xdata/images/hotel/max500/19634456.jpg?k=f6364b9b04bffa96078d6aa64a7d4f93bb29342c0d961b7a2d8c8fa157bb9973&o=&hp=1,https://www.booking.com/hotel/sg/peninsula-excelsior.en-gb.html?label=gen173nr-1FCCooyQE4lwNICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALLqKSSBsACAdICJDhjODIxM2YxLWUwNmYtNDg0Zi1iNWYxLWM5NDI0ZDExOGM1MtgCBeACAQ;sid=8bdc148f2380c93e04120dd831cfe44b,"Sri Lanka,Cambodia,Singapore,Finland,Israel,United Arab Emirates,Netherlands,Japan,Brunei Darussalam,Slovakia,Belize,Myanmar,Russia,Poland,Iraq,Chile,France,United Kingdom,Philippines,Kenya,Vietnam,India,Romania,Hong Kong,Mauritius,China,Indonesia,South Africa,Thailand,Malaysia,Germany,Bulgaria,Sweden,Spain,New Zealand,Kazakhstan,Canada,Kuwait,Australia,Belgium,Solomon Islands,United States","location,room,staff","hotel,bed,bathroom",0,0,0,1,0,156,20
Hotel Conforto (SG Clean),"16 Carpenter Street, Boat Quay, 059905 Singapore, Singapore","1.28813769,103.84782404",8.9,"Centrally located within the vibrant Clarke Quay district, Hotel Conforto offers accommodations in Singapore. Free WiFi is available throughout the property.
It is 1,000 feet to Clarke Quay MRT Station and Clarke Quay Central, while the culturally-rich district of Chinatown is 2,950 feet from the property. National Gallery Singapore is 1,800 feet away. Asian Civilisations Museum, The Arts House and Victoria Theatre are all 2,150 feet from Hotel Conforto. Changi Airport Singapore is 11.7 miles away.
Cosy guestrooms are fully air-conditioned. Each room is equipped with tea/coffee making facilities, an electric kettle and colour television.
Guests can approach the 24-hour front desk for tour arrangements and luggage storage. Alternatively, guests can explore the surrounding area for a variety of shopping and dining options.",Singapore,542,"Stayed 4 nights,Superior Twin Room,Stayed 13 nights,Submitted via mobile,Stayed 1 night,Solo traveller,Business trip,Stayed 7 nights,Leisure trip,Single Room with Shared Bathroom,Stayed 15 nights,Stayed 5 nights,People with friends,Stayed 2 nights,Family with young children,Couple,Stayed 3 nights,Stayed 20 nights,Standard Double Room,Stayed 6 nights,Superior Double Room,Group",https://t-cf.bstatic.com/xdata/images/hotel/max500/58653010.jpg?k=af96d23ed66782142f9160ad73b10c7b60577c5b35fbab15d296bc1a76034bf7&o=&hp=1,https://www.booking.com/hotel/sg/tavern.en-gb.html?label=gen173nr-1FCCooyQE4lwNICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALLqKSSBsACAdICJDhjODIxM2YxLWUwNmYtNDg0Zi1iNWYxLWM5NDI0ZDExOGM1MtgCBeACAQ;sid=62efc7f067cb3265947d32db1e9f9151,"nan,Singapore,United Arab Emirates,Israel,Finland,Papua New Guinea,Netherlands,France,Czech Republic,United Kingdom,Serbia,Fiji,Argentina,Kenya,Vietnam,India,Indonesia,Bangladesh,Thailand,Malaysia,Germany,Hungary,New Zealand,Pakistan,Taiwan,Australia,Belgium,United States","staff,location,room","bathroom,shower,toilet",0,0,1,0,0,98,11
Ibis Budget Singapore Pearl (SG Clean),"No. 21, Geylang Lorong 14, 398 961 Singapore, Singapore","1.31156100,103.87929000",8.0,"ibis budget Singapore Pearl is located in the lively Geylang District, a 10-minute walk from Aljunied MRT Station. Surrounded by many known eateries, this cosy hotel offers affordable rooms with free parking.
ibis budget Singapore Pearl is a 10-minute drive from the popular Orchard Road and the Central Business District. It is a 20-minute drive from Changi International Airport.
Air-conditioned rooms at Pearl are fitted with satellite TV and tea/coffee making facilities.
The hotel offers laundry services. Guests can arrange for guided sightseeing tours at the 24-hour front desk. Luggage storage facilities are available on site.",Singapore,547,"Stayed 4 nights,Superior Family Room - Loft,Deluxe Family Suite,Superior Twin Room,Submitted via mobile,Stayed 1 night,Solo traveller,Business trip,Stayed 7 nights,Leisure trip,Deluxe Triple Room,Deluxe Double Room,Stayed 5 nights,People with friends,Stayed 2 nights,Stayed 10 nights,Family with young children,Couple,Stayed 8 nights,Superior Triple Room,Stayed 3 nights,Deluxe Double or Twin Room,Superior Double or Twin Room,Stayed 20 nights,Stayed 6 nights,Superior Double Room,Group",https://t-cf.bstatic.com/xdata/images/hotel/max500/234789476.jpg?k=5a3b9c0bbcc1b7317b9cbd27b09f09c90f7b686d8e72b3dbbc184693557261e2&o=&hp=1,https://www.booking.com/hotel/sg/pearl.en-gb.html?label=gen173nr-1FCCooyQE4lwNICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALLqKSSBsACAdICJDhjODIxM2YxLWUwNmYtNDg0Zi1iNWYxLWM5NDI0ZDExOGM1MtgCBeACAQ;sid=126c2fdd1cf033241b2956cf5789a550,"Sri Lanka,Cambodia,Singapore,Finland,Netherlands,United Arab Emirates,Brunei Darussalam,Japan,Myanmar,Colombia,Russia,United Kingdom,Philippines,Vietnam,India,Ghana,Austria,Mauritius,Indonesia,Thailand,Malaysia,Sweden,Spain,Qatar,New Zealand,Canada,Taiwan,South Korea,Australia,Belgium,United States","room,location,hotel","shower,staff,bathroom",0,1,1,1,1,120,13
Rucksack Inn at Tyrwhitt,"153A Tyrwhitt Road, Lavender, 207566 Singapore, Singapore","1.31187118,103.86029041",8.4,"You're eligible for a Genius discount at Rucksack Inn at Tyrwhitt! To save at this property, all you have to do is sign in.
A charming hostel located a 15-minute walk from Singapore’s colourful Little India, Rucksack Inn at Tyrwhitt provides simple accommodation with free Wi-Fi in all rooms. The hostel has a pantry, a cosy lounge and provides breakfast daily.
The hostel provides air-conditioned dormitory rooms with private lockers and comfortable beds. They are fitted with freshly laundered beddings. Bathrooms are shared.
Guests will find a kettle, microwave and a toaster in the common pantry. The lounge is well equipped with a TV, sofa and computers. There is a public swimming pool within a 5-minute walk of Rucksack Inn at Tyrwhitt Singapore.
It takes 30 minutes by taxi from the hostel to Changi International Airport. The Lavender Food Square Centre is only a 5-minute walk away, while Lavender MRT Station is a 10-minute walk away.",Singapore,302,"Deluxe Family Room with Private Bathroom (10 Adults),Stayed 4 nights,Family Room with Shared Bathroom (6 Adults),Single Bed in 4-Bed Dormitory Room,Submitted via mobile,Stayed 1 night,Solo traveller,Business trip,Single Bed in 7-Bed Mixed Dormitory,Stayed 7 nights,Deluxe Family Room with Attached Bathroom (8 Adults),Leisure trip,Stayed 5 nights,People with friends,Single Bed in 6-Bed Dormitory Room,Stayed 2 nights,Family with young children,Single Bed in 18-Bed Mixed Dormitory,Couple,Stayed 8 nights,Stayed 3 nights,Single Bed in 10-Bed Dormitory Room,Group",https://t-cf.bstatic.com/xdata/images/hotel/max500/202285022.jpg?k=c8d992d9836e998e9f5b75f9a91926c3f3a84f9a4523c0d0e4996931540929d7&o=&hp=1,https://www.booking.com/hotel/sg/pine-hostel.en-gb.html?label=gen173nr-1FCCooyQE4lwNICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALMqKSSBsACAdICJGJlZGVjMWUyLTUzYTYtNGNjMy05Zjg5LTc5M2FkNGU3MDU5ZtgCBeACAQ;sid=bed502ae635919b262de2d94e19ec34e,"Singapore,United Arab Emirates,Finland,Netherlands,Japan,Brunei Darussalam,Chile,United Kingdom,Philippines,Argentina,Vietnam,India,China,Indonesia,Bangladesh,Madagascar,Thailand,Malaysia,Germany,Portugal,Spain,Qatar,New Zealand,Mongolia,Slovenia,Taiwan,Australia,Belgium,United States","staff,room,hostel","floor,bed,bathroom",0,1,1,1,1,55,12
